1.4847e-05 1.00 0.0032953 -0.0096046 -0.0043389 0.0110423 2.63252 13.4581404
2.9694e-05 1.00 0.0021949 -0.0063381 0.0090111 0.0112334 5.00088 13.3431739
4.4541e-05 1.00 0.0096636 -0.0056480 -0.0023016 0.0114273 7.12591 13.2295195
5.9388e-05 1.00 0.0117044 -0.0076357 0.0017914 0.0140892 5.06934 11.9143919
7.4235e-05 1.00 -0.0141026 0.0058355 0.0082579 0.0173531 3.39148 10.7355984
8.9082e-05 1.00 0.0023180 -0.0166245 0.0046554 0.0174189 4.02383 10.7153099
0.000103929 1.00 0.0109048 -0.0042359 -0.0158989 0.0197391 3.22601 10.0658759
0.000118776 1.00 -0.0019454 -0.0116188 -0.0163291 0.0201351 3.47359 9.9664028
0.000133623 1.00 0.0113374 0.0004211 0.0180868 0.0213505 3.27769 9.6785538
0.00014847 1.00 -0.0037710 0.0032774 0.0220147 0.0225745 3.08103 9.4125189
0.000163317 1.00 -0.0099721 -0.0106565 -0.0222020 0.0265694 2.07873 8.6760880
0.000178164 1.00 -0.0092459 0.0170146 -0.0234961 0.0304475 1.50687 8.1047478
0.000193011 1.00 -0.0113775 0.0251071 0.0181433 0.0329999 1.2822 7.7850000
0.000207858 1.00 -0.0008896 -0.0116534 0.0340858 0.0360338 1.06059 7.4500631
0.000222705 1.00 -0.0026549 -0.0253117 0.0344638 0.0428425 0.676109 6.8324643
0.000237552 1.00 0.0269269 -0.0313781 0.0115740 0.0429371 0.716427 6.8249343
0.000252399 1.00 0.0076694 -0.0227689 -0.0364274 0.0436371 0.725156 6.7699740
0.000267246 1.00 0.0420394 -0.0220932 -0.0003299 0.0474924 0.595594 6.4893750
0.000282093 1.00 0.0343853 0.0271901 0.0202851 0.0483025 0.597578 6.4347281
0.00029694 1.00 0.0416428 0.0208353 0.0151233 0.0489586 0.604078 6.3914646
0.000311787 1.00 0.0467560 0.0038553 0.0141689 0.0490076 0.632381 6.3882700
0.000326634 1.00 -0.0161489 -0.0377973 0.0276962 0.0495632 0.640464 6.3523652
0.000341481 1.00 -0.0474599 0.0159393 0.0105223 0.0511588 0.608859 6.2525153
0.000356328 1.00 0.0197953 -0.0201972 -0.0448470 0.0530191 0.570774 6.1418425
0.000371175 1.00 0.0243444 -0.0411486 0.0248923 0.0539025 0.565801 6.0913081
0.000386022 1.00 -0.0233800 0.0009133 0.0533698 0.0582734 0.465707 5.8584107
0.000400869 1.00 0.0223484 -0.0074033 0.0537174 0.0586500 0.474362 5.8395724
0.000415716 1.00 0.0251203 0.0363347 -0.0386461 0.0586920 0.490876 5.8374796
0.000430563 1.00 0.0479678 -0.0290083 0.0177876 0.0588115 0.505314 5.8315499
0.00044541 1.00 0.0115820 -0.0403788 -0.0430488 0.0601481 0.488659 5.7663920
0.000460257 1.00 0.0225688 0.0106237 -0.0565677 0.0618233 0.465002 5.6877280
0.000475104 1.00 -0.0092984 -0.0171976 0.0600289 0.0631323 0.45076 5.6284528
0.000489951 1.00 0.0522237 -0.0353149 -0.0039586 0.0631675 0.464069 5.6268880
0.000504798 1.00 -0.0127781 -0.0564865 -0.0286617 0.0646181 0.446649 5.5633682
0.000519645 1.00 0.0488764 0.0411087 0.0213024 0.0673247 0.406532 5.4503923
0.000534492 1.00 -0.0066682 0.0229793 -0.0637442 0.0680870 0.404259 5.4197954
0.000549339 1.00 0.0496662 -0.0418054 0.0247994 0.0694941 0.390758 5.3646440
0.000564186 1.00 -0.0440032 0.0257904 -0.0474216 0.0696436 0.39874 5.3588834
0.000579033 1.00 -0.0253717 -0.0362377 0.0542278 0.0699825 0.403317 5.3458921
0.00059388 1.00 -0.0332627 0.0608878 0.0097415 0.0700616 0.412259 5.3428734
0.000608727 1.00 -0.0128235 -0.0654483 0.0279644 0.0723182 0.38423 5.2588547
0.000623574 1.00 0.0007502 0.0197656 -0.0695956 0.0723518 0.393053 5.2576322
0.000638421 1.00 -0.0469086 -0.0002304 0.0575688 0.0742606 0.372172 5.1896232
0.000653268 1.00 -0.0300544 0.0591717 -0.0373523 0.0761561 0.353093 5.1246318
0.000668115 1.00 -0.0462073 -0.0598473 0.0104846 0.0763330 0.358613 5.1186885
0.000682962 1.00 -0.0260441 -0.0718028 0.0070624 0.0767060 0.36126 5.1062302
0.000697809 1.00 -0.0671324 0.0072013 -0.0374832 0.0772244 0.36173 5.0890612
0.000712656 1.00 0.0092072 -0.0493665 0.0609262 0.0789546 0.345668 5.0329923
